gene,Z40dpf_MTB,Z40dpf_MT,Z60_dpf_MTB,Z60dpf_MT,ZEM_32,combined_adjpval
gene-LOC100004392|LOC100004392,NA,0.049663592,NA,0.229971547,NA,0.099583378
gene-LOC103908740|LOC103908740,NA,0.348661414,NA,0.344924187,NA,0.509453818
gene-LOC103911812|LOC103911812,NA,NA,NA,NA,NA,NA
gene-LOC110439268|LOC110439268,NA,NA,NA,NA,NA,NA
gene-LOC108191592|LOC108191592,NA,NA,NA,NA,NA,NA
gene-LOC110439282|LOC110439282,NA,NA,NA,NA,NA,NA
gene-npepps|npepps,0.009599173,8.38E-28,0.637079265,0.259420535,0.998285831,0
gene-zrsr2|zrsr2,NA,NA,NA,0.106467927,NA,0.162924992
gene-ap1s2|ap1s2,0.784054015,0.613949971,NA,2.77E-37,0.998285831,0
gene-txlng|txlng,0.78958164,2.06E-25,0.637607291,1.06E-11,0.998285831,0
gene-rbb4l|rbb4l,0.643898149,1.54E-08,0.005775616,5.93E-29,0.998285831,0
gene-rtel1|rtel1,0.683917245,2.60E-26,0.982785364,1.35E-55,0.998285831,0
gene-LOC110437768|LOC110437768,NA,1.97E-22,0.291050263,2.88E-86,0.998285831,0
gene-LOC101882863|LOC101882863,NA,1.45E-57,0.016344649,1.38E-93,0.998285831,0
gene-zgpat|zgpat,0.008919437,0.008139358,0.93295912,1.27E-05,0.998285831,1.90E-05
gene-chrna4b|chrna4b,0.390488372,0.002251467,0.723661551,0.117113478,0.998285831,0.065808664
gene-ptgfr|ptgfr,NA,0.019884263,0.958845851,0.013380476,0.998285831,0.058130083
gene-btf3l4|btf3l4,0.00376795,3.61E-32,0.432344803,6.59E-102,0.998285831,0
gene-zfyve9b|zfyve9b,0.016904558,0.933542134,0.998276655,0.248606032,0.999179309,0.480972193
gene-mob3c|mob3c,0.44276546,0.00380018,0.65520972,7.40E-05,0.998285831,0.000637605
gene-elovl1b|elovl1b,0.886234094,0.001870343,0.841190962,2.21E-36,0.998463915,0
gene-mknk1|mknk1,0.004695078,0.253841374,0.021729543,0.896001881,0.998285831,0.032265314
gene-atp5b|atp5b,0.019585092,2.57E-63,0.065067238,3.83E-106,0.998285831,0
gene-si:dkey-13m1.2|si:dkey-13m1.2,0.941876928,0.015334042,0.106161515,0.002569613,0.998285831,0.010141924
gene-mast3b|mast3b,0.325376356,0.266598953,0.209319194,0.456604494,0.998285831,0.627705933
gene-homer3b|homer3b,0.072810917,3.08E-11,0.821964947,1.25E-62,0.998285831,0
gene-si:ch211-1a19.2|si:ch211-1a19.2,NA,0.106499186,NA,NA,0.998285831,0.47366412
gene-sid1|sid1,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:ch211-1a19.3|si:ch211-1a19.3,8.08E-06,6.26E-33,0.001080195,1.34E-56,0.998285831,0
gene-arrdc2|arrdc2,0.019514108,1.74E-53,0.001142017,1.89E-29,0.998285831,0
gene-wdr18|wdr18,2.05E-06,6.12E-39,0.000240661,7.15E-69,0.998285831,0
gene-grin3bb|grin3bb,0.138074845,0.11584124,0.951068154,0.248440164,0.998285831,0.474297002
gene-LOC103911814|LOC103911814,0.120229022,0.02414395,0.950061309,0.089241961,0.998285831,0.129874599
gene-tmem259|tmem259,0.863545284,8.32E-19,0.885898405,2.22E-46,0.998287487,0
gene-med16|med16,0.754441333,0.137996203,0.779203363,0.031680795,0.998285831,0.406252841
gene-si:ch211-262i1.2|si:ch211-262i1.2,NA,0.144173089,NA,0.280358375,0.998285831,0.512764717
gene-si:ch211-262i1.3|si:ch211-262i1.3,0.819298512,6.48E-06,0.988497722,3.49E-17,0.998285831,0
gene-palm1a|palm1a,0.561823176,3.89E-05,0.903991282,8.99E-06,0.998285831,5.39E-06
gene-si:ch211-262i1.5|si:ch211-262i1.5,0.226544749,4.29E-14,0.616957548,2.39E-19,0.998285831,0
gene-plppr3b|plppr3b,1.24E-06,NA,0.102907726,0.042808282,0.998285831,1.69E-05
gene-si:ch211-262i1.6|si:ch211-262i1.6,2.85E-17,0.670789208,0.81700691,2.14E-117,NA,0
gene-ptbp1b|ptbp1b,NA,0.428417115,NA,NA,NA,0.572248383
gene-LOC100007535|LOC100007535,NA,0.698520486,NA,0.406191772,0.998285831,0.999999923
gene-si:ch73-60h1.1|si:ch73-60h1.1,0.41567265,0.412539255,0.362344818,0.002418656,0.998285831,0.098708379
gene-LOC101883323|LOC101883323,NA,0.003288487,0.810561414,0.001173869,0.998285831,0.002620993
gene-sgta|sgta,0.005651809,0.465939229,0.722358077,5.31E-12,0.998285831,1.48E-09
gene-LOC101883516|LOC101883516,NA,1.39E-06,0.313329054,3.17E-06,0.998285831,1.44E-08
gene-LOC110440096|LOC110440096,NA,NA,NA,NA,NA,NA
gene-LOC103911818|LOC103911818,0.940657162,0.000374807,0.466296601,5.45E-10,0.998285831,9.66E-09
gene-LOC108191595|LOC108191595,NA,0.050604411,0.351743748,0.134686675,NA,0.096581483
gene-LOC103911819|LOC103911819,NA,0.115834481,NA,NA,0.998285831,0.497754011
gene-slc1a8a|slc1a8a,NA,0.363682904,NA,0.303710343,NA,0.48445893
gene-hug|hug,0.001963086,5.31E-57,2.36E-05,8.05E-189,0.998285831,0
gene-LOC110438908|LOC110438908,NA,NA,NA,NA,NA,NA
gene-LOC101885677|LOC101885677,NA,NA,NA,NA,NA,NA
gene-LOC110438909|LOC110438909,NA,NA,NA,NA,NA,NA
gene-ghrh|ghrh,NA,NA,0.830915718,NA,NA,0.982380356
gene-cdk5rap1|cdk5rap1,NA,0.883378374,0.794657359,NA,NA,0.999999923
gene-rpn2|rpn2,0.744192143,9.09E-16,5.55E-06,2.89E-56,0.998285831,0
gene-gdf11|gdf11,0.986536688,0.001171116,0.9461481,2.63E-07,0.998285831,7.93E-06
gene-LOC108191599|LOC108191599,NA,NA,NA,NA,NA,NA
gene-rap1ab|rap1ab,0.060365508,3.77E-28,0.494156253,5.11E-105,0.998285831,0
gene-pank4|pank4,0.296754249,4.41E-05,0.700317291,2.98E-23,0.998285831,0
gene-draxin|draxin,0.328364214,0.70468311,0.915728713,0.138860607,0.998285831,0.881850062
gene-zgc:173544|zgc:173544,NA,2.43E-06,NA,0.000116198,6.02E-07,3.94E-13
gene-agtrap|agtrap,NA,0.710625345,0.764206402,0.005461956,0.998285831,0.247716837
gene-ctbs|ctbs,0.802574812,0.006102161,0.357473122,0.122011218,0.998285831,0.120136814
gene-si:dkey-205k8.5|si:dkey-205k8.5,NA,0.142448065,0.534176364,0.326490123,0.998285831,0.647592482
gene-rpf1|rpf1,0.259451376,0.044503188,0.622926683,2.15E-20,0.998285831,0
gene-arpc4l|arpc4l,NA,0.693307594,0.818839579,0.875873681,0.998285831,0.999999923
gene-tada3l|tada3l,0.032205872,4.00E-06,NA,0.007438013,NA,5.73E-07
gene-slc25a26|slc25a26,NA,6.92E-06,0.762164088,NA,0.998285831,0.000923696
gene-hmces|hmces,NA,NA,NA,NA,NA,NA
gene-rab7|rab7,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC108191602|LOC108191602,NA,0.300727892,NA,3.50E-05,0.998285831,0.00162226
gene-LOC100151192|LOC100151192,NA,NA,NA,0.066050302,NA,0.104834729
gene-lrig1|lrig1,0.768197898,1.32E-06,0.965413373,2.28E-06,0.998285831,1.46E-07
gene-kbtbd8|kbtbd8,0.933994503,3.96E-06,NA,0.996236673,0.998285831,0.002966171
gene-suclg2|suclg2,0.943931228,0.99739946,0.000134133,0.900482091,0.998285831,0.084224275
gene-fam19a1|fam19a1,0.032562274,1.02E-06,0.79608359,1.99E-09,0.998285831,1.52E-11
gene-fam19a4b|fam19a4b,0.594526185,NA,0.575539556,0.909311817,0.998285831,0.999999923
gene-eogt|eogt,0.970750818,0.576449655,0.261159233,0.668574918,0.998285831,0.999999923
gene-tmf1|tmf1,0.914163128,0.842943318,0.146350518,0.340602729,0.998285831,0.927417383
gene-twf2b|twf2b,NA,0.114975823,0.426790747,0.027878114,0.998285831,0.161487576
gene-cishb|cishb,NA,0.010409254,0.917989829,0.0086947,0.998285831,0.027698851
gene-LOC103911824|LOC103911824,0.32342585,0.000150909,0.355631684,0.017946022,0.998285831,0.001710221
gene-uba3|uba3,0.154587409,7.73E-15,1.82E-05,6.36E-19,0.998285831,0
gene-si:ch211-14i3.2|si:ch211-14i3.2,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110440097|LOC110440097,NA,1.73E-18,0.04841461,6.24E-05,5.95E-07,0
gene-zgc:175135|zgc:175135,NA,5.22E-10,0.223325362,0.000897882,0.998285831,1.48E-09
gene-LOC101886644|LOC101886644,NA,NA,NA,NA,NA,NA
gene-rpusd4|rpusd4,0.775986101,9.20E-21,0.7187148,1.93E-60,0.998285831,0
gene-LOC110438921|LOC110438921,0.893731438,0.013134528,0.880588825,0.439444893,0.998285831,0.508260425
gene-qrich1|qrich1,0.365876133,2.50E-06,0.35694675,1.43E-54,0.998285831,0
gene-LOC110438923|LOC110438923,NA,0.000111238,NA,1.54E-06,NA,1.11E-08
gene-zgc:173545|zgc:173545,NA,0.17966553,NA,2.39E-16,0.998285831,1.09E-13
gene-LOC110438920|LOC110438920,NA,0.000453028,NA,5.18E-23,NA,0
gene-LOC100334195|LOC100334195,NA,2.28E-30,NA,0.000132193,NA,0
gene-LOC110438922|LOC110438922,NA,NA,NA,0.181409267,0.998285831,0.642966674
gene-LOC100334068|LOC100334068,NA,0.000907727,0.041484386,0.01554001,NA,0.000148854
gene-LOC110437857|LOC110437857,0.842440615,0.003209152,0.876923278,0.133979827,0.998285831,0.148881085
gene-tmcc1b|tmcc1b,0.978915292,0.800943195,NA,0.728001065,NA,0.999999923
gene-LOC563780|LOC563780,0.136331242,0.000911728,0.843025632,0.244855273,NA,0.012267379
gene-mustn1b|mustn1b,NA,NA,NA,NA,NA,NA
gene-tmem110|tmem110,NA,NA,NA,NA,NA,NA
gene-LOC103911828|LOC103911828,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC103911829|LOC103911829,NA,NA,NA,NA,NA,NA
gene-LOC103911830|LOC103911830,NA,0.002295323,0.000973378,1.56E-05,0.998285831,2.37E-07
gene-sfmbt1|sfmbt1,0.006208055,0.837123906,0.504691153,0.163118837,0.998285831,0.174066014
gene-prkcdb|prkcdb,NA,NA,NA,NA,NA,NA
gene-fgd5a|fgd5a,NA,NA,NA,NA,NA,NA
gene-dido1|dido1,5.10E-05,1.03E-11,0.994140442,1.16E-44,0.998285831,0
gene-zmynd8|zmynd8,0.099272211,8.53E-56,0.082498732,1.96E-66,0.998285831,0
gene-ncoa3|ncoa3,0.413887885,2.53E-13,0.036004037,9.75E-62,0.998285831,0
gene-id1|id1,0.00384974,5.40E-123,0.047508855,1.92E-54,0.998285831,0
gene-pfkfb2b|pfkfb2b,2.36E-06,1.74E-23,0.08574791,6.58E-05,0.998285831,0
gene-zgc:175264|zgc:175264,0.007434734,0.105036087,0.541118365,0.001039349,0.998285831,0.002188156
gene-rhol|rhol,NA,0.358693726,0.574146227,NA,0.998285831,0.943770253
gene-adamts9|adamts9,NA,0.002696927,0.922126529,0.014325604,0.998285831,0.015452924
gene-magi1b|magi1b,0.003227048,6.37E-06,0.068791427,4.82E-17,0.998285831,0
gene-prickle2b|prickle2b,0.168082315,3.50E-18,0.227541332,1.56E-11,0.998285831,0
gene-psmd6|psmd6,0.415139374,1.60E-05,0.009519093,1.66E-11,0.998285831,4.69E-13
gene-atxn7|atxn7,0.223624961,0.023460198,0.007802283,9.57E-05,0.998285831,6.29E-05
gene-thoc7|thoc7,2.10E-05,4.03E-22,0.336656354,9.01E-48,0.998285831,0
gene-LOC103911832|LOC103911832,NA,0.418819045,NA,0.792751847,0.998285831,0.999999923
gene-si:dkey-30j16.3|si:dkey-30j16.3,0.198541465,1.72E-14,0.206974235,7.00E-23,0.998285831,0
gene-namptb|namptb,0.782569024,0.000151801,0.034265993,0.000312694,0.998285831,2.60E-05
gene-ogfrl2|ogfrl2,NA,0.436881082,0.372735652,0.52596946,0.998285831,0.924397415
gene-si:dkey-274m17.3|si:dkey-274m17.3,0.016930212,6.37E-14,0.935111359,5.18E-35,0.998285831,0
gene-fezf2|fezf2,0.577218143,0.591968237,0.026016934,0.206557027,NA,0.191133338
gene-cadpsa|cadpsa,0.603392962,1.12E-06,0.368216506,2.02E-13,0.998285831,3.12E-14
gene-LOC103911833|LOC103911833,NA,NA,NA,NA,NA,NA
gene-LOC108191636|LOC108191636,NA,NA,0.799164325,NA,0.998285831,0.999999923
gene-slc6a14|slc6a14,NA,0.000486997,NA,3.66E-10,0.998285831,2.45E-10
gene-fmoda|fmoda,0.781915661,0.15841414,0.169516885,0.812260406,0.022963456,0.166336254
gene-zgc:113307|zgc:113307,NA,0.913750038,0.011910883,0.386724482,0.492874965,0.204507259
gene-prelp|prelp,0.611179549,0.032077126,0.010059424,0.012644676,0.998285831,0.007432423
gene-zgc:162182|zgc:162182,NA,0.168686203,NA,0.058545485,0.998285831,0.238041203
gene-LOC110440098|LOC110440098,NA,7.30E-08,NA,0.000255712,0.998285831,1.69E-08
gene-taf4a|taf4a,0.029152085,0.24838514,0.452506384,0.190167499,0.998285831,0.211161529
gene-cdh4|cdh4,2.98E-05,0.004650231,0.501471626,0.629412273,0.998285831,0.000399731
gene-mapkapk2a|mapkapk2a,0.00917653,1.40E-06,0.975766456,5.80E-07,0.998285831,1.12E-09
gene-zgc:172180|zgc:172180,0.991979175,3.52E-20,NA,3.13E-14,0.998285831,0
gene-ikbke|ikbke,NA,NA,NA,NA,NA,NA
gene-si:dkey-85p17.3|si:dkey-85p17.3,0.602346894,0.036546638,0.310527484,0.699393466,0.998285831,0.51778316
gene-zgc:101564|zgc:101564,0.495467218,0.156645807,0.809634405,0.14319435,0.998285831,0.644927251
gene-LOC103911838|LOC103911838,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:dkey-91m3.1|si:dkey-91m3.1,0.949816422,0.302937433,0.48422658,0.073024069,0.998285831,0.670227367
gene-srgap2|srgap2,0.74670878,0.038818006,0.448296517,1.88E-05,0.998285831,0.001433084
gene-tfeb|tfeb,0.806220559,0.16256283,0.61952327,0.000262142,0.998285831,0.030573828
gene-foxp4|foxp4,0.513250353,2.03E-23,0.945057503,8.80E-23,0.004133708,0
gene-tmem183a|tmem183a,0.001158587,4.29E-16,0.000102855,1.68E-11,0.998285831,0
gene-myog|myog,NA,0.296967686,0.824240887,0.003497224,0.998285831,0.123018573
gene-si:ch211-86h15.1|si:ch211-86h15.1,0.418128295,0.100454773,0.626123947,1.17E-06,0.998285831,0.000306563
gene-ppfia4|ppfia4,0.746505021,0.599571201,0.016989687,0.000485324,0.998285831,0.009707608
gene-lrrn2|lrrn2,0.006515453,0.001276984,0.803143164,0.003503112,0.998285831,0.00024931
gene-mdm4|mdm4,0.000684614,0.018747179,0.946926284,0.0356793,0.998285831,0.002168651
gene-LOC110440099|LOC110440099,NA,0.194000687,NA,0.377399291,0.998285831,0.669380005
gene-atp2b4|atp2b4,0.081435026,0.557060072,0.619341374,0.041502148,0.998285831,0.286389314
gene-ppp1r15b|ppp1r15b,0.931827324,6.04E-09,0.607673683,1.67E-21,0.998285831,0
gene-csf1a|csf1a,0.334873161,0.030690397,0.755738997,1.06E-05,0.998285831,0.000641938
gene-LOC101882091|LOC101882091,NA,0.182779479,0.404413165,0.484242858,0.998285831,0.733194236
gene-golt1a|golt1a,NA,0.583825924,NA,0.599805228,0.998285831,0.999999923
gene-plekha6|plekha6,0.017856879,9.28E-10,0.020096025,8.35E-123,0.998285831,0
gene-LOC108191637|LOC108191637,0.43818649,0.915900042,0.7718891,0.167582345,0.998285831,0.974493179
gene-kiss1|kiss1,0.649961164,0.953320765,0.139784178,0.115638959,0.998285831,0.667113642
gene-LOC101882447|LOC101882447,0.68352026,0.746812077,0.362283884,0.842736316,0.998285831,0.999999923
gene-pik3c2b|pik3c2b,0.707710455,2.13E-06,0.887545598,5.37E-37,0.998285831,0
gene-nfasca|nfasca,0.662560378,0.000175221,0.023642189,0.00015956,0.998285831,1.11E-05
gene-chia.1|chia.1,NA,0.004912235,0.404153973,0.339434946,0.998285831,0.106580132
gene-ovgp1|ovgp1,NA,0.156374733,NA,0.004613771,0.998285831,0.041849388
gene-chia.2|chia.2,0.765252735,0.00436517,0.773463205,0.184158158,0.998285831,0.184047303
gene-chia.3|chia.3,NA,0.028453026,0.328639215,NA,0.998285831,0.230360481
gene-cntn2|cntn2,0.078597456,0.590051816,0.464289949,0.252597201,0.998285831,0.543097835
gene-zc3h11a|zc3h11a,8.24E-05,8.17E-16,0.072720369,8.06E-47,0.998285831,0
gene-maf1|maf1,0.032205872,0,0.59573052,8.97E-239,0.998285831,0
gene-LOC101886364|LOC101886364,NA,3.04E-06,0.421451011,1.68E-06,0.998285831,2.12E-08
gene-trib3|trib3,0.221626884,0.688506125,0.789631938,1.71E-15,0.998285831,5.03E-11
gene-pnp4a|pnp4a,0.267183121,0.000273842,0.83302574,0.135081858,0.998285831,0.016587248
gene-si:dkey-76p14.2|si:dkey-76p14.2,NA,1.40E-22,0.810611469,3.08E-23,0.998463915,0
gene-sox12|sox12,0.389596317,0.228987684,0.090745042,1.84E-06,0.998285831,0.000176482
gene-rem1|rem1,0.933994503,1.20E-09,0.880027659,5.83E-07,0.998285831,1.23E-10
gene-si:ch211-15p9.2|si:ch211-15p9.2,NA,0.000355133,0.980379133,8.83E-05,0.998285831,6.98E-05
gene-rbm39a|rbm39a,0.091082909,3.23E-41,0.062038174,1.66E-31,0.998285831,0
gene-nfs1|nfs1,0.200720801,0.613196152,0.709908681,3.98E-06,0.998285831,0.001851348
gene-dvl1b|dvl1b,0.557670496,1.29E-06,0.969755172,1.63E-11,0.998285831,3.91E-12
gene-mxra8a|mxra8a,0.939739771,0.006345213,0.541172428,0.048284559,0.998285831,0.100746535
gene-LOC108191611|LOC108191611,NA,0.720818992,0.853823634,NA,0.998285831,0.999999923
gene-olfml3b|olfml3b,NA,NA,0.235085473,NA,0.998285831,0.734677395
gene-LOC101886928|LOC101886928,NA,2.95E-15,0.854807717,9.94E-11,0.998285831,0
gene-syt6b|syt6b,NA,0.270962761,0.089205648,0.18372137,0.998285831,0.305533889
gene-zgc:153953|zgc:153953,NA,NA,NA,NA,NA,NA
gene-plekhg5a|plekhg5a,0.148457274,6.60E-40,0.061106973,2.83E-60,0.998285831,0
gene-rnpep|rnpep,NA,NA,NA,NA,NA,NA
gene-cyb5r1|cyb5r1,NA,3.49E-09,NA,NA,NA,9.68E-09
gene-rabif|rabif,0.852719854,5.76E-24,0.792233801,0.514454198,0.998285831,0
gene-adipor1a|adipor1a,0.083909895,6.31E-27,0.565338927,1.14E-63,0.998285831,0
gene-kdm5ba|kdm5ba,NA,0.007795398,NA,0.211815439,0.998285831,0.074955774
gene-shisa4|shisa4,NA,0.26004924,0.985086699,NA,0.998285831,0.991991871
gene-ipo9|ipo9,0.536399449,0.876850191,0.515036145,0.083536942,0.998285831,0.810450453
gene-timm17a|timm17a,0.199899737,0.642708314,0.651699998,0.325957834,0.998285831,0.868153826
gene-sulf2a|sulf2a,0.77357575,0.011567546,0.183726526,1.11E-06,0.998285831,3.45E-05
gene-zgc:92107|zgc:92107,0.483757908,2.90E-09,0.429357502,7.69E-86,0.998285831,0
gene-phf20a|phf20a,0.096897684,0.106024519,0.322541527,7.24E-07,0.998285831,4.29E-05
gene-si:ch211-25d12.7|si:ch211-25d12.7,NA,0.001066917,0.7643154,6.66E-07,0.998285831,2.47E-06
gene-snai1a|snai1a,0.890247307,5.22E-11,0.894339571,1.16E-53,0.998285831,0
gene-LOC103911839|LOC103911839,NA,0.034191318,NA,0.605539297,0.998285831,0.363773298
gene-myh7ba|myh7ba,NA,5.34E-06,0.876923278,2.76E-12,0.652387132,3.08E-13
gene-mir499a|mir499a,NA,NA,NA,NA,NA,NA
rna-mir499a,NA,NA,NA,NA,NA,NA
rna-mir499a-2,NA,NA,NA,NA,NA,NA
gene-trpc4apa|trpc4apa,0.064383531,0.001377574,0.326287624,9.13E-06,0.999806392,7.42E-06
gene-cyldb|cyldb,NA,0.13739311,0.944764787,0.000237071,0.992292898,0.01387794
gene-tp53inp2|tp53inp2,0.737217717,1.70E-263,0.840261559,6.79E-189,0.998285831,0
gene-ndrg3a|ndrg3a,0.006360382,3.99E-08,0.353231881,0.014568466,0.998285831,9.33E-08
gene-top1l|top1l,2.19E-12,3.74E-15,4.87E-18,2.52E-40,0.998285831,0
gene-fam83d|fam83d,0.649573194,3.35E-07,0.877952513,0.017074154,0.998285831,5.45E-05
gene-si:ch211-232b12.5|si:ch211-232b12.5,0.001440498,1.92E-06,0.704637436,5.51E-60,0.998463915,0
gene-gata1a|gata1a,NA,0.114861616,NA,0.115758318,0.998285831,0.283948094
gene-si:dkey-13a21.4|si:dkey-13a21.4,NA,0.151335317,NA,0.130539688,0.998285831,0.354647641
gene-si:dkeyp-97e7.9|si:dkeyp-97e7.9,NA,0.429713551,NA,NA,0.998285831,0.947050923
gene-adnpa|adnpa,0.765847081,1.42E-23,0.02212429,6.84E-138,0.998285831,0
gene-LOC101882529|LOC101882529,NA,0.00030186,NA,5.00E-09,0.998285831,1.72E-09
gene-mafbb|mafbb,0.55848046,0.060223708,0.519320658,0.552354724,0.998285831,0.65958614
gene-opn1lw1|opn1lw1,NA,0.03958178,NA,0.04581768,NA,0.023212263
gene-opn1sw2|opn1sw2,0.908715571,3.81E-33,0.96435895,1.56E-09,0.998285831,0
gene-opn1lw2|opn1lw2,0.830301117,0.013511281,0.859482074,0.313240133,0.913965368,0.418873083
gene-si:dkey-245f22.3|si:dkey-245f22.3,NA,NA,NA,NA,0.998285831,0.999999923
gene-tfe3b|tfe3b,0.696957372,0.0001952,0.423067077,3.20E-07,0.998285831,8.46E-07
gene-gnl3l|gnl3l,0.047264339,0.166309932,0.5988599,0.000753527,0.998285831,0.009449724
gene-hcfc1a|hcfc1a,0.43289207,0.285023166,0.000248054,1.10E-05,0.998285831,9.01E-06
gene-cxxc1b|cxxc1b,0.34803803,0.031871308,0.391935385,8.78E-07,0.998285831,6.17E-05
gene-mbd1b|mbd1b,0.873211744,0.017987705,0.580479527,NA,0.998285831,0.431395832
gene-ccdc120|ccdc120,0.792009619,0.000235352,0.5700882,3.47E-17,0.998285831,2.80E-15
gene-comtb|comtb,0.894079631,0.001805789,0.553759634,3.44E-17,0.998285831,1.98E-14
gene-grm6b|grm6b,0.987270962,0.000404272,0.236167836,3.78E-06,0.92485095,8.86E-06
gene-otud5b|otud5b,0.716428486,0.050236609,0.299293072,0.000809901,0.998285831,0.017221678
gene-mon1bb|mon1bb,0.707638038,0.343162052,0.432484714,4.24E-12,0.998285831,3.77E-08
gene-brpf3a|brpf3a,0.181597988,6.57E-50,0.714168451,1.27E-168,0.998285831,0
gene-plch2b|plch2b,NA,0.003517065,0.905502602,2.13E-13,NA,1.43E-12
gene-si:dkey-183j2.10|si:dkey-183j2.10,0.29151655,0.225297718,0.763166439,5.19E-09,0.998285831,7.32E-06
gene-tmem51b|tmem51b,0.957488236,0.077065109,0.943784738,1.90E-08,0.998285831,2.68E-05
gene-skib|skib,0.23679015,2.34E-09,0.03271542,1.26E-25,0.998285831,0
gene-kaznb|kaznb,0.095301558,3.88E-05,0.703642443,2.17E-13,0.999233768,2.71E-13
gene-prdm2b|prdm2b,0.661537192,0.000156479,0.289145345,0.000122322,0.998285831,5.97E-05
gene-foxj3|foxj3,0.143307739,0.001643486,0.730646678,4.83E-11,0.998285831,1.25E-09
gene-ppcs|ppcs,0.721131045,0.001094623,0.491715364,2.60E-21,0.998285831,0
gene-utp3|utp3,0.002918497,1.08E-28,0.190632611,1.23E-127,0.998285831,0
gene-LOC110440100|LOC110440100,NA,0.010551553,NA,2.43E-07,0.998285831,1.37E-06
gene-fer1l4|fer1l4,NA,0.000118065,0.390662446,2.59E-14,0.998285831,5.16E-14
gene-cpne1|cpne1,2.48E-05,1.19E-13,0.768891394,0.012171075,0.998285831,1.83E-14
gene-rbm12|rbm12,0.794096914,1.30E-29,0.014947923,4.26E-27,0.998285831,0
gene-unm_sa1614|unm_sa1614,0.082387918,2.83E-15,0.746427662,1.17E-32,0.998285831,0
gene-st3gal8|st3gal8,0.546288209,1.48E-21,0.905905248,3.18E-53,0.998285831,0
gene-dynlrb1|dynlrb1,1.96E-10,1.06E-06,0.379805884,3.31E-10,0.998463915,0
gene-efcc1|efcc1,0.960298283,4.76E-08,0.905880196,1.58E-14,0.998285831,8.11E-16
gene-si:dkey-57n24.6|si:dkey-57n24.6,0.762139547,3.17E-45,0.953208242,6.32E-215,0.998285831,0
gene-map1lc3a|map1lc3a,0.481441926,6.93E-12,0.771270685,1.87E-16,0.998285831,0
gene-acad9|acad9,0.128499547,7.48E-27,0.151534441,4.91E-29,0.998285831,0
gene-hdac11|hdac11,0.902366724,6.30E-19,0.170034095,8.93E-28,0.998285831,0
gene-fbln2|fbln2,0.022406816,2.00E-11,9.46E-05,5.72E-11,0.998285831,0
rna-mirlet7f,NA,NA,NA,NA,0.998285831,0.999999923
gene-mirlet7f|mirlet7f,NA,0.092614959,NA,NA,0.998285831,0.434738862
gene-wnt7aa|wnt7aa,0.013395286,0.458864153,0.693059833,0.574944333,0.998285831,0.398093486
gene-iqsec1b|iqsec1b,0.006298512,0.967319193,0.018876442,3.20E-10,0.998285831,4.51E-09
gene-barx1|barx1,NA,0.530788336,0.896183586,0.06441808,0.998285831,0.697194192
gene-ptpdc1a|ptpdc1a,0.944050981,2.21E-08,0.415342886,1.14E-17,0.998285831,0
gene-cass4|cass4,0.334579077,0.138913204,0.025249638,0.06518966,0.998285831,0.066846543
gene-cstf1|cstf1,0.385140644,9.33E-114,0.104475288,7.63E-201,0.998285831,0
gene-phf2|phf2,0.281835132,8.37E-12,0.159914652,2.64E-68,0.998285831,0
gene-fam120a|fam120a,0.676689274,2.55E-13,0.246742447,1.35E-11,0.998285831,0
gene-LOC108191614|LOC108191614,0.078590583,0.001185633,0.003643546,2.59E-05,0.998285831,4.59E-07
gene-guca2b|guca2b,NA,0.651048855,0.516686777,0.336835696,0.998285831,0.975842384
gene-lactbl1b|lactbl1b,NA,0.002982314,0.395192942,0.000324756,0.998285831,0.000520365
gene-nmur3|nmur3,0.827165301,0.225702273,0.674154478,NA,0.998285831,0.992967958
gene-alpl|alpl,0.018984399,0.002280781,0.867589482,3.97E-11,0.998285831,2.83E-10
gene-eif4g3a|eif4g3a,6.92E-08,1.18E-258,0.659592975,1.71E-94,0.998285831,0
gene-ece1|ece1,0.035557468,1.21E-23,0.607748806,4.06E-108,0.998285831,0
gene-ephb2b|ephb2b,5.54E-05,0.362108759,0.788474772,3.99E-17,0.998285831,4.08E-16
gene-aadacl4|aadacl4,NA,0.586605899,0.407665045,0.141215489,0.998285831,0.719663697
gene-si:ch211-226m7.4|si:ch211-226m7.4,0.946106053,0.786234159,0.205378134,0.284362758,0.998285831,0.946778657
gene-klhdc7a|klhdc7a,0.681858057,0.035912057,0.063240491,2.92E-06,0.998285831,7.04E-05
gene-lrrc38b|lrrc38b,0.482693976,0.163364315,0.871146894,0.001391234,0.998285831,0.076180045
