,gene_ID,average_log2FoldChange,adjpval
gene-pimr83,pimr83,-4.518842335,3.84E-13
gene-LOC110438150,LOC110438150,-2.945382877,0
gene-si:dkey-222b8.4,si:dkey-222b8.4,-2.512121866,0
gene-rit1,rit1,-1.820980366,0
gene-si:dkey-81h8.1,si:dkey-81h8.1,-2.187484354,0.010930025
gene-rims3,rims3,-2.577061291,0.000610834
gene-zgc:100906,zgc:100906,-1.856615596,0
gene-tmem268,tmem268,-1.503110099,2.40E-15
gene-prrt1,prrt1,-1.931955647,3.00E-11
gene-zbtb12.1,zbtb12.1,-1.51256911,3.38E-11
gene-gabbr1b,gabbr1b,-1.656582107,2.49E-08
gene-LOC100536038,LOC100536038,3.410552594,0
gene-si:dkeyp-46h3.1,si:dkeyp-46h3.1,-2.319169428,0
gene-adcy2b,adcy2b,-1.69953964,8.11E-16
gene-si:dkey-261i16.5,si:dkey-261i16.5,-1.872514311,0.001243497
gene-LOC108180169,LOC108180169,-2.172698917,0
gene-LOC100536908,LOC100536908,-2.070372649,6.54E-12
gene-LOC103909239,LOC103909239,-3.39542082,8.86E-08
gene-tspan13b,tspan13b,-2.619290419,5.89E-10
gene-hpcal4,hpcal4,-2.190068661,8.85E-10
gene-fam49al,fam49al,-1.968868628,1.04E-11
gene-sync,sync,-2.166002724,1.72E-06
gene-si:ch211-194e15.5,si:ch211-194e15.5,-3.608654846,0
gene-tmem106bb,tmem106bb,-1.933510635,0
gene-tmem55a,tmem55a,-1.797517431,1.16E-11
gene-LOC103909257,LOC103909257,-1.800317756,2.86E-05
gene-zgc:91944,zgc:91944,-2.473144083,6.59E-13
gene-si:ch73-302o18.2,si:ch73-302o18.2,-3.35096822,0
gene-LOC108180076,LOC108180076,-2.768119294,0.008061635
gene-sla1,sla1,-1.718250131,2.48E-06
gene-bmp8a,bmp8a,-2.570357731,2.28E-14
gene-angpt2b,angpt2b,-2.243945264,4.93E-05
gene-LOC103909265,LOC103909265,-2.453544716,9.39E-14
gene-si:ch211-250g4.3,si:ch211-250g4.3,-1.624681589,0
gene-thsd7aa,thsd7aa,-2.050721018,0
gene-illr4,illr4,-1.554211267,1.17E-06
gene-efcab1,efcab1,-1.775263693,0
gene-grnas,grnas,-1.939601201,6.68E-12
gene-grn2,grn2,-2.094563105,1.06E-14
gene-tfpi2,tfpi2,-2.507473389,2.22E-11
gene-gngt1,gngt1,-2.668799606,3.54E-07
gene-col1a2,col1a2,-1.906974272,0
gene-asb4,asb4,-1.76422562,0.030381651
gene-slc25a13,slc25a13,-3.608690779,6.31E-15
gene-sgce,sgce,-1.953134549,0
gene-ppp1r9a,ppp1r9a,-2.135395798,0
gene-LOC103909273,LOC103909273,-2.492574681,5.46E-05
gene-si:dkey-166k12.1,si:dkey-166k12.1,-1.705164883,1.59E-06
gene-susd5,susd5,-1.701614579,0.023503507
gene-LOC100334707,LOC100334707,-2.373931288,1.19E-06
gene-ahdc1,ahdc1,-1.89056806,0
gene-LOC108180085,LOC108180085,-4.828518032,0
gene-LOC100330546,LOC100330546,-2.393357696,0
gene-nkd3,nkd3,-2.504325339,0
gene-si:ch211-255a21.2,si:ch211-255a21.2,-2.450589992,0
gene-LOC796282,LOC796282,-2.307897134,0
gene-rad21b,rad21b,-2.122235512,0
gene-stmnd1,stmnd1,-4.43283141,0
gene-mapk15,mapk15,-3.493341733,0
gene-samd12,samd12,2.964974082,7.50E-06
gene-rrm2,rrm2,1.686823959,0
gene-tnxb,tnxb,-1.824364655,2.40E-15
gene-si:ch1073-366l7.1,si:ch1073-366l7.1,-3.835272949,0
gene-btr30,btr30,-2.935165185,1.21E-10
gene-zgc:101785,zgc:101785,-2.411569566,0.027457743
gene-LOC100329433,LOC100329433,-2.346489338,1.89E-05
gene-si:ch1073-376c22.1,si:ch1073-376c22.1,-1.945753146,0
gene-slc16a10,slc16a10,-2.044714088,0
gene-si:dkey-119m7.4,si:dkey-119m7.4,-3.420094894,1.77E-07
gene-wisp3,wisp3,-1.852192446,4.64E-08
gene-fynrk,fynrk,-1.956719237,6.20E-05
gene-dse,dse,-1.661777057,0
gene-kcnk2b,kcnk2b,-2.711491823,1.61E-08
gene-mei4,mei4,-1.989286027,0
gene-LOC569340,LOC569340,-3.46691412,0
gene-nt5e,nt5e,-1.726075776,0
gene-cnr1,cnr1,-2.287157951,0.004262308
gene-gabrr1,gabrr1,-2.110761774,0
gene-gabrr2b,gabrr2b,-3.211199413,0
gene-leg1.2,leg1.2,3.290806225,0.020722735
gene-scara5,scara5,-1.661914569,0
gene-tmem200a,tmem200a,-2.125740518,0
gene-arhgap18,arhgap18,-1.711620847,7.79E-10
gene-plekhg3,plekhg3,-1.547258453,1.42E-07
gene-il20ra,il20ra,-2.429923468,0
gene-cfap206,cfap206,-2.876739441,0
gene-amd1,amd1,7.655506204,0.006216123
gene-si:ch73-111k22.3,si:ch73-111k22.3,-3.144823792,0
gene-fam89a,fam89a,1.5152944,0
gene-ak7a,ak7a,-4.180455116,0
gene-tshr,tshr,-2.998176097,8.25E-15
gene-mcm3l,mcm3l,1.646154303,0
gene-LOC108180199,LOC108180199,-2.834619657,0.03461065
gene-adcy1a,adcy1a,1.749527643,0
gene-si:ch211-121a2.2,si:ch211-121a2.2,-4.526670558,0
gene-ftr85,ftr85,-2.873198736,9.02E-15
gene-pcsk9,pcsk9,-3.186243291,0
gene-prkaa2,prkaa2,-1.505187913,0.002703579
gene-LOC101882959,LOC101882959,-1.73676193,0.014037099
gene-si:ch211-59d15.4,si:ch211-59d15.4,-1.879051064,0.047531925
gene-stxbp6l,stxbp6l,-2.171662137,1.33E-06
gene-meis2b,meis2b,-2.202968762,1.15E-12
gene-c20h2orf81,c20h2orf81,-4.280404558,0
gene-rsph3,rsph3,-3.042902975,0
gene-LOC103909301,LOC103909301,-3.567349649,0.003180643
gene-dnm3a,dnm3a,-2.42463498,0
gene-myoc,myoc,-1.627630476,5.66E-10
gene-znf521-2,znf521,-2.368865247,9.61E-14
gene-si:dkey-155d18.1,si:dkey-155d18.1,-2.289657332,5.11E-09
gene-fam167ab,fam167ab,-2.489523866,0
gene-LOC103909309,LOC103909309,-2.710476661,1.09E-14
gene-rp1l1b,rp1l1b,-1.613360808,1.31E-06
gene-si:ch211-253p18.5,si:ch211-253p18.5,-2.647050578,0.005811803
gene-brf1b,brf1b,-2.539790881,0
gene-nmu,nmu,-2.304846224,8.99E-05
gene-rasl11b,rasl11b,1.60971422,0
gene-lnx1,lnx1,-3.041727684,2.90E-06
gene-ociad2,ociad2,-2.854595363,3.16E-05
gene-zar1,zar1,2.407238791,0
gene-slc10a4,slc10a4,-2.47436523,3.70E-10
gene-si:dkey-15j16.3,si:dkey-15j16.3,-3.026032836,0.000836279
gene-ctgfa,ctgfa,-1.982774573,0
gene-fam228a,fam228a,-3.324913396,0
gene-syne1a,syne1a,-1.614935191,0
gene-esr1,esr1,-1.994870621,0.00010483
gene-si:dkey-25e12.3,si:dkey-25e12.3,-2.624447112,0
gene-mthfd1l,mthfd1l,-1.623922626,0
gene-ftr79,ftr79,-1.607928947,0
gene-asb2a.2,asb2a.2,-1.789792615,0
gene-si:dkey-1h6.8,si:dkey-1h6.8,-3.490790785,0
gene-syndig1l,syndig1l,-1.805531363,1.25E-05
gene-acot21,acot21,-1.885031246,3.99E-05
gene-LOC100330746,LOC100330746,-4.187827351,0
gene-kidins220b,kidins220b,-2.400576317,0
gene-kif25,kif25,-1.856616157,0.000109466
gene-si:ch211-198b3.4,si:ch211-198b3.4,-3.926430827,0
gene-rab32a,rab32a,1.557194037,0
gene-adgb,adgb,-3.189530973,0
gene-armc2,armc2,-2.058777461,0
gene-nr2e1,nr2e1,-2.434187556,4.24E-06
gene-si:dkey-6f10.3,si:dkey-6f10.3,-1.851488598,0
gene-paplnb,paplnb,-3.361851814,0.000136738
gene-drc1,drc1,-4.974789358,0
gene-si:ch211-199m3.4,si:ch211-199m3.4,-3.346221523,0
gene-ppil6,ppil6,-3.16174354,0
gene-LOC101885872,LOC101885872,-5.164992672,0
gene-LOC101885580,LOC101885580,-5.601471337,0
gene-LOC103909339,LOC103909339,-4.009815436,0
gene-zp3a.2,zp3a.2,2.251877318,0
gene-prg4b,prg4b,-2.310321423,0
gene-hmcn1,hmcn1,-1.517840874,0
gene-prrx1b,prrx1b,-1.769737674,8.84E-06
gene-si:ch211-63o20.10,si:ch211-63o20.10,-1.903306259,4.22E-05
gene-ankef1a,ankef1a,-1.506298988,0
gene-mcm3,mcm3,-1.524855804,0
gene-kif26bb,kif26bb,-1.593633398,0
gene-fzd3a,fzd3a,-1.719220007,6.03E-05
gene-adgrf7,adgrf7,-3.375076359,4.02E-07
gene-tnfrsf21,tnfrsf21,-2.027299147,0
gene-LOC108179167,LOC108179167,-1.509204092,0
gene-slc5a6a,slc5a6a,1.528970405,0
gene-aig1,aig1,-2.792892794,0.000206401
gene-LOC101886926,LOC101886926,-3.236939999,0
gene-znf512,znf512,-1.683805222,0
gene-cyp39a1,cyp39a1,-2.493009139,1.25E-05
gene-LOC103909344,LOC103909344,-2.545271846,0
gene-pimr130,pimr130,-2.109513944,0
gene-LOC108180288,LOC108180288,-2.238806172,0
gene-pimr128,pimr128,-1.736980616,0
gene-fabp7b,fabp7b,-2.194963239,1.19E-07
gene-pkib,pkib,-2.952403472,4.63E-12
gene-cx32.2,cx32.2,-2.03976666,1.44E-06
gene-si:dkeyp-114g9.1,si:dkeyp-114g9.1,1.971129331,0
gene-pln,pln,-1.796842944,8.24E-06
gene-ttll2,ttll2,-2.083045758,0
gene-slc22a2,slc22a2,-1.649971188,1.07E-05
gene-si:ch211-140l13.3,si:ch211-140l13.3,-2.756686318,0
gene-si:ch211-203k16.3,si:ch211-203k16.3,-3.936983739,1.34E-07
gene-si:dkey-206f10.1,si:dkey-206f10.1,-2.952320168,0
gene-si:dkeyp-50f7.2,si:dkeyp-50f7.2,1.649185575,0
gene-si:ch211-213i16.3,si:ch211-213i16.3,-1.740943513,0.000518861
gene-si:dkey-7c18.24,si:dkey-7c18.24,-2.96738907,0.030420615
gene-adgrg11,adgrg11,-3.974351006,0
gene-si:ch73-21k16.5,si:ch73-21k16.5,-2.333922162,1.39E-07
gene-LOC101885649,LOC101885649,-2.765593426,3.33E-05
gene-xkr5,xkr5,-1.857651635,0
gene-tram2,tram2,1.647911789,0
gene-efhc1,efhc1,-3.132352108,0
gene-cfap61,cfap61,-2.696294058,0
gene-LOC100535061,LOC100535061,-3.002292961,0
gene-cd109,cd109,-3.287100797,0
gene-tcte1,tcte1,-2.545989056,0
gene-tmem151ba,tmem151ba,-2.765339403,0.001854462
gene-LOC110438205,LOC110438205,-2.550394981,0
gene-rhpn1,rhpn1,-1.647888603,0
gene-zgc:100864,zgc:100864,-3.032171169,0
gene-ctsbb,ctsbb,-2.999038881,1.10E-07
gene-gpr6,gpr6,-2.685671878,0.040216157
gene-wasf1,wasf1,-2.035475524,9.16E-12
gene-mettl24,mettl24,-2.349942257,8.11E-16
gene-pak6b,pak6b,-2.794962636,0
gene-slc25a29-2,slc25a29,-1.525148916,0.00215767
gene-slc25a47a,slc25a47a,-2.299129707,1.19E-09
gene-hsp90aa1.2,hsp90aa1.2,-1.64374844,0
gene-si:zfos-1505d6.3,si:zfos-1505d6.3,2.116668733,0
gene-LOC100536357,LOC100536357,-1.976117502,0.002415212
gene-evlb,evlb,-1.570186265,0
gene-pak7,pak7,-1.898079473,0
gene-gsdf,gsdf,-2.403327974,0
gene-LOC110438234,LOC110438234,-1.573776758,4.75E-15
gene-ppef2b,ppef2b,-3.441552313,0
gene-LOC101884106,LOC101884106,-3.384138305,0
gene-LOC572200,LOC572200,-2.554242746,8.59E-12
gene-LOC100535170,LOC100535170,-3.890034504,0.000324631
gene-LOC101884022,LOC101884022,-1.877805693,0.041982604
gene-rab27b,rab27b,-2.109608438,4.19E-08
gene-LOC110438218,LOC110438218,-2.213028953,3.66E-05
gene-si:ch211-248k15.5,si:ch211-248k15.5,-2.233363713,0.04303273
gene-LOC100332187,LOC100332187,-2.316296003,7.66E-07
gene-smad7,smad7,-1.788949475,0
gene-st6galnac6,st6galnac6,-2.995417541,1.78E-06
gene-LOC103909414,LOC103909414,-2.715056179,0.017869714
gene-LOC101883349,LOC101883349,-2.528697738,1.28E-08
gene-kcnt1,kcnt1,-2.338889955,0
gene-si:dkey-102g19.3,si:dkey-102g19.3,-2.098561321,7.38E-12
gene-st8sia5,st8sia5,-1.838744928,1.78E-06
gene-stbd1,stbd1,-2.315307899,9.78E-12
gene-ccng2,ccng2,-1.608886957,0
gene-shroom3,shroom3,-1.630135996,0
gene-prodha,prodha,-1.63385039,0
gene-si:ch73-209e20.5,si:ch73-209e20.5,-2.969785002,0
gene-LOC108180715,LOC108180715,2.23111911,0.000467223
gene-LOC101885609,LOC101885609,-3.828642404,1.14E-10
gene-LOC101886388,LOC101886388,-1.636368301,0.00017399
gene-otpa,otpa,-1.765011955,9.95E-11
gene-zgc:171965,zgc:171965,2.022458689,1.07E-07
gene-si:dkey-163m14.6,si:dkey-163m14.6,1.649491995,3.82E-11
gene-si:dkey-163m14.7,si:dkey-163m14.7,1.525284164,0
gene-LOC103909422,LOC103909422,-2.264924043,4.40E-14
gene-nr6a1b,nr6a1b,-2.598940541,5.02E-05
gene-lhx2a,lhx2a,-2.637642865,0
gene-nek6,nek6,-1.69739255,0
gene-LOC100331324,LOC100331324,-1.92641501,9.04E-07
gene-LOC100334297,LOC100334297,-1.685410079,0.008878775
gene-alpk2,alpk2,-3.043914905,0
gene-LOC101884756,LOC101884756,-2.057281844,9.02E-14
gene-grin1a,grin1a,-1.930830194,4.27E-11
gene-LOC103909426,LOC103909426,-2.192952369,0.000327832
gene-pcsk1,pcsk1,-1.517392095,0.026490085
gene-LOC101886387,LOC101886387,-3.003299078,0.002859389
gene-zgc:109965,zgc:109965,-1.586347401,0.032001432
gene-LOC101884909,LOC101884909,-2.485216124,1.01E-09
gene-nsmfa,nsmfa,-2.286317933,2.14E-12
gene-fut7,fut7,-2.862037787,1.80E-08
gene-stxbp1a,stxbp1a,-2.056643779,0
gene-LOC108180805,LOC108180805,-2.565938445,3.41E-07
gene-si:dkey-11o18.5,si:dkey-11o18.5,-1.780762903,0
gene-LOC103909433,LOC103909433,-2.945373465,2.91E-06
gene-mmp11b,mmp11b,-1.739366605,0.000954353
gene-cyb561a3b,cyb561a3b,-2.503952871,0.000979419
gene-bcr,bcr,-1.743380186,0
gene-rxraa,rxraa,-1.737035197,0
gene-dnai1.2,dnai1.2,-3.649728328,0
gene-si:ch73-287m6.1,si:ch73-287m6.1,-2.318980201,0
gene-si:ch211-222n4.2,si:ch211-222n4.2,-5.058220854,0
gene-LOC103909450,LOC103909450,1.806537518,0.023198513
gene-gpat3,gpat3,-2.34760454,0
gene-fybb,fybb,-1.81457877,0
gene-ppp1r3b,ppp1r3b,2.989696124,0
gene-si:dkey-247m21.3,si:dkey-247m21.3,-3.06015192,6.40E-06
gene-slc26a1,slc26a1,-1.702368344,0
gene-LOC797032,LOC797032,-2.065398738,0.000216387
gene-si:ch211-22d5.2,si:ch211-22d5.2,-2.73875298,0
gene-rgs7bpb,rgs7bpb,-1.59831272,2.02E-07
gene-LOC798694,LOC798694,-2.538583653,0
gene-lifrb,lifrb,-1.643695521,0
gene-qpctlb,qpctlb,-3.344399636,1.44E-10
gene-kcnk12l,kcnk12l,-2.833996172,0.005380939
gene-defbl1,defbl1,-1.778706817,4.08E-16
gene-chrdl2,chrdl2,-3.069866286,0
gene-xrra1,xrra1,-1.690066544,0
gene-neu3.4,neu3.4,-2.435875549,1.83E-08
gene-elmod1,elmod1,-2.297566632,0
gene-gdpd4b,gdpd4b,-1.732512665,0.000297588
gene-myo7ab,myo7ab,-1.761923926,0.001248046
gene-capslb,capslb,-3.351816437,2.27E-07
gene-cfap53,cfap53,-2.625431319,0
gene-LOC566907,LOC566907,2.156157101,0
gene-c1qb,c1qb,-2.79240925,8.26E-11
gene-c1qa,c1qa,-2.868990475,2.07E-09
gene-angptl5,angptl5,-4.93722335,0
gene-polq,polq,-3.163682572,7.22E-06
gene-dub,dub,-1.678230468,4.74E-08
gene-usp28,usp28,-4.479733021,0
gene-ncam1a,ncam1a,-1.563655743,0
gene-cadm1a,cadm1a,-1.960662696,0
gene-si:dkey-183i3.9,si:dkey-183i3.9,-1.586083684,1.79E-05
gene-si:dkey-183i3.5,si:dkey-183i3.5,-2.115761481,5.47E-06
gene-si:dkey-183i3.6,si:dkey-183i3.6,-1.610560073,0
gene-or132-3,or132-3,-1.876876992,0.0318096
gene-npas4b,npas4b,-1.898807412,4.53E-05
gene-fosl1b,fosl1b,-2.385422189,0
gene-efemp2b,efemp2b,-3.866624827,0
gene-si:dkey-17e16.17,si:dkey-17e16.17,-1.994509251,2.61E-07
gene-si:dkey-17e16.13,si:dkey-17e16.13,-2.492870161,2.89E-13
gene-LOC101882069,LOC101882069,-2.569064956,3.38E-14
gene-cldnh,cldnh,-1.745964115,1.42E-09
gene-si:dkey-17e16.18,si:dkey-17e16.18,-1.662928669,0.001560249
gene-cldnd,cldnd,1.680597619,0
gene-LOC108180719,LOC108180719,-1.912093262,0.000723499
gene-gria1b,gria1b,-2.139572449,4.59E-14
gene-lrfn4a,lrfn4a,-2.73597931,0.001448164
gene-slc8a4a,slc8a4a,-2.368713844,2.68E-07
gene-rin1a,rin1a,-5.326613747,0
gene-actn3a,actn3a,-3.49061479,1.52E-14
gene-zgc:158446,zgc:158446,-1.813999678,4.08E-16
gene-pygma,pygma,-2.372834828,0
gene-LOC101885828,LOC101885828,-3.723442677,0
gene-LOC103909472,LOC103909472,-4.239402428,1.09E-14
gene-LOC101887156,LOC101887156,-2.48534418,0
gene-si:dkey-73n10.8,si:dkey-73n10.8,-2.78657716,0
gene-LOC101883236,LOC101883236,-4.039345459,0
gene-LOC101887118,LOC101887118,-3.735095681,0
gene-LOC103909470,LOC103909470,-4.107406685,0
gene-LOC110437833,LOC110437833,-3.499798742,6.39E-05
gene-LOC101882892,LOC101882892,-5.439397729,0
gene-LOC100537585,LOC100537585,-3.453781583,1.13E-14
gene-LOC110437790,LOC110437790,-2.666007709,0.002263406
gene-LOC108179151,LOC108179151,-3.014236783,0
gene-LOC101885013,LOC101885013,-4.488564048,0
gene-LOC100536928,LOC100536928,-3.606773627,0
gene-LOC110437816,LOC110437816,-3.083084974,0
gene-zgc:171310,zgc:171310,-5.19069126,0
gene-slc23a1,slc23a1,-2.207592997,9.73E-05
gene-si:ch211-59d17.3,si:ch211-59d17.3,-1.72555067,0
gene-rab38c,rab38c,-3.10511394,5.45E-09
gene-rab39ba,rab39ba,-3.61861958,0
gene-LOC100005187,LOC100005187,-1.96636157,3.06E-05
gene-phka1b,phka1b,-2.994108723,6.66E-13
gene-trpc2b,trpc2b,-2.284807393,7.63E-08
gene-zgc:158225,zgc:158225,-2.051617165,0
gene-rap1gap2b,rap1gap2b,-1.668747919,0.038609125
gene-zgc:152891,zgc:152891,1.52680652,0
gene-si:ch211-160j14.2,si:ch211-160j14.2,1.54914877,0
gene-gfpt2,gfpt2,-1.58192658,7.73E-07
gene-si:dkeyp-72g9.4,si:dkeyp-72g9.4,-1.610706217,6.70E-15
gene-adamts2,adamts2,-1.533260181,0
gene-trpc5b,trpc5b,1.518827772,0
gene-ubtd2,ubtd2,-2.025860833,0
gene-LOC110438243,LOC110438243,-1.737570542,0
gene-mpp1,mpp1,-1.702490601,0
gene-prrg3,prrg3,-2.993879752,5.81E-07
gene-cldn2,cldn2,-2.400650463,1.83E-08
gene-LOC100003704,LOC100003704,-3.275518675,2.19E-10
gene-LOC101886193,LOC101886193,-2.023524683,0.003150368
gene-aldh3a2b,aldh3a2b,-2.263599145,1.54E-06
gene-tusc5b,tusc5b,-2.243872491,3.53E-06
gene-mate4,mate4,-2.348806846,2.96E-06
gene-serpinf1,serpinf1,-1.581779262,0
gene-pdk3b,pdk3b,-2.50923268,6.48E-14
gene-spag16,spag16,-2.916148348,0
gene-arxb,arxb,-2.485134144,0.000203986
gene-zgc:162239,zgc:162239,-4.967312004,0
gene-apbb3,apbb3,-3.521937606,0
gene-elnb,elnb,-1.647869524,0.002172141
gene-stc2b,stc2b,-2.05547418,6.49E-08
gene-ppp2r2bb,ppp2r2bb,-2.387951863,0
gene-dpysl3,dpysl3,-1.721329834,0
gene-p4ha2,p4ha2,-2.247258766,0
gene-jakmip2,jakmip2,-2.374911766,0
gene-frmd7,frmd7,-2.480663487,0
gene-ankrd46a,ankrd46a,-1.545670521,0
gene-gpr185a,gpr185a,-2.252488815,0.04524938
gene-si:ch73-362m14.2,si:ch73-362m14.2,-2.503043107,0.000833605
gene-si:ch73-362m14.4,si:ch73-362m14.4,-3.291049325,3.56E-11
gene-pdlim4,pdlim4,-2.244180718,0
gene-camk2a,camk2a,-2.035818746,0.005128576
gene-fgf1b,fgf1b,-1.835125945,3.89E-05
gene-rapgef6,rapgef6,-1.735773944,0
gene-jade2,jade2,-1.549851848,0
gene-LOC101885977,LOC101885977,-2.020776823,1.21E-12
gene-acsl6,acsl6,-1.865327637,1.07E-05
gene-zgc:77058,zgc:77058,-2.708738497,4.13E-11
gene-faxdc2,faxdc2,-1.881931591,0
gene-zgc:112334,zgc:112334,-1.790921766,0
gene-fblim1,fblim1,-1.560138354,0.001220124
gene-prkar2ab,prkar2ab,-4.0378304,0
gene-elf3,elf3,-2.553011205,1.48E-06
gene-kctd20,kctd20,-2.79301619,0
gene-cacna1sa,cacna1sa,-3.916839699,2.80E-15
gene-def6b,def6b,-1.534070207,2.29E-06
gene-si:ch73-352p18.4,si:ch73-352p18.4,-2.078961152,0.00214812
gene-camk1ga,camk1ga,-2.179044214,3.35E-08
gene-si:ch1073-15f12.3,si:ch1073-15f12.3,-4.320088109,6.77E-13
gene-guca1e,guca1e,-2.344504133,8.58E-06
gene-LOC100331050,LOC100331050,-2.281427462,2.77E-05
gene-ampd2a,ampd2a,-1.508654601,0
gene-aqp12,aqp12,-2.462022062,0
gene-cep19,cep19,-1.881030519,0
gene-si:ch211-255f4.1,si:ch211-255f4.1,-1.680486925,2.32E-14
gene-LOC108179194,LOC108179194,-1.587750422,8.38E-08
gene-LOC108181163,LOC108181163,-2.556482291,0.000324949
gene-LOC101883509,LOC101883509,-1.988528488,0.003673113
gene-LOC103909511,LOC103909511,-1.796735215,0.002340633
gene-LOC101885140,LOC101885140,-1.649944819,0.043103536
gene-LOC100334962,LOC100334962,-1.933644499,4.78E-06
gene-lim2.2,lim2.2,-2.169163693,0
gene-LOC103909516,LOC103909516,-3.108577057,1.49E-05
gene-tbxa2r,tbxa2r,-2.331947997,3.13E-07
gene-cers4a,cers4a,-2.325699835,0
gene-LOC797168,LOC797168,-3.986554903,3.97E-07
gene-LOC100332811,LOC100332811,-3.943608065,0.000176563
gene-LOC100332737,LOC100332737,-1.956331765,3.07E-05
gene-si:ch73-137b21.4,si:ch73-137b21.4,-3.601224566,5.85E-07
gene-matk,matk,-2.784496436,0.000460386
gene-LOC100538255,LOC100538255,-1.781485119,0
gene-LOC100538136,LOC100538136,-2.852271087,0.002798894
gene-dnase1l4.2,dnase1l4.2,-1.962323193,8.04E-09
gene-si:rp71-36a1.2,si:rp71-36a1.2,-1.748423352,0
gene-si:dkey-19a16.12,si:dkey-19a16.12,-1.809343549,0.020229181
gene-zgc:171699,zgc:171699,2.782828732,0
gene-si:ch1073-188e1.1,si:ch1073-188e1.1,-3.179217636,0.001947105
gene-zgc:171500,zgc:171500,-1.62285353,1.97E-11
gene-LOC100006805,LOC100006805,-2.352851642,1.58E-09
gene-LOC100329351,LOC100329351,-1.901955293,0.000403408
gene-LOC103909548,LOC103909548,-2.108188133,1.03E-05
gene-si:ch211-11p18.6,si:ch211-11p18.6,-1.682247299,0
gene-LOC103909551,LOC103909551,-3.169705057,0.00026916
gene-cacna2d2b,cacna2d2b,-1.529528028,0
gene-si:dkey-102c8.3,si:dkey-102c8.3,-2.338519489,0.000266838
gene-si:ch211-236g6.1,si:ch211-236g6.1,-1.567041995,0.016468499
gene-zgc:171686,zgc:171686,-2.267563374,4.37E-09
gene-ogn,ogn,-2.119307883,0.000223375
gene-aspn,aspn,-1.901879358,0.000115163
gene-LOC110438270,LOC110438270,-2.947206436,0.008724642
gene-LOC100148254,LOC100148254,-2.473766495,1.70E-09
gene-LOC100536946,LOC100536946,-2.173376808,4.05E-05
gene-LOC101882843,LOC101882843,-2.194079177,0.006804418
gene-npb,npb,-2.091047559,0
gene-krt97,krt97,-1.787586569,0
gene-tmem163b,tmem163b,-3.001024034,2.26E-09
gene-adarb1a,adarb1a,-2.12650644,0
gene-plcd4a,plcd4a,-1.765277223,4.17E-07
gene-ahr1b,ahr1b,-2.033935623,0
gene-LOC103909573,LOC103909573,-2.770139477,0.021953822
gene-LOC103909570,LOC103909570,-3.17465756,7.86E-15
gene-LOC101883810,LOC101883810,-4.031127973,6.56E-06
gene-ankmy1,ankmy1,-4.518117243,0
gene-lpl,lpl,-1.556281362,0
gene-malt2,malt2,-1.791846255,6.14E-10
gene-s1pr1,s1pr1,-3.236407121,0
gene-vcam1b,vcam1b,-1.65581939,0
gene-ankrd29,ankrd29,-2.437291683,0
gene-cts12,cts12,-2.40284009,8.53E-07
gene-si:dkey-121a11.3,si:dkey-121a11.3,-2.253643074,0
gene-si:dkey-38n4.2,si:dkey-38n4.2,-1.697913593,1.37E-06
gene-frem1b,frem1b,-1.588131911,0
gene-rab3b,rab3b,-2.044761138,0.002107739
gene-axdnd1,axdnd1,-5.253105297,0
gene-si:ch211-197g15.10,si:ch211-197g15.10,-3.860466975,0
gene-si:ch211-197g15.9,si:ch211-197g15.9,-2.07537806,0
gene-pip5k1ca,pip5k1ca,-2.38785735,0
gene-LOC110438300,LOC110438300,-2.792207737,0.042984214
gene-mef2b,mef2b,-2.106349571,0
gene-LOC110438274,LOC110438274,-2.25585413,2.59E-14
gene-si:dkey-78l4.6,si:dkey-78l4.6,-2.310771895,1.27E-09
gene-si:dkey-21e2.13,si:dkey-21e2.13,-1.542177568,0.002237404
gene-si:dkey-21e2.15,si:dkey-21e2.15,-2.407470215,0.000247271
gene-LOC110438275,LOC110438275,-2.819564554,0.037098078
gene-onecut3a,onecut3a,-2.105311075,0.000381546
gene-LOC100331776,LOC100331776,-3.670258058,0
gene-amh,amh,-2.75953234,0
gene-mier2,mier2,8.597895196,0.000583382
gene-gna15.1,gna15.1,-2.705240118,0
gene-LOC100332608,LOC100332608,1.706783852,0
gene-LOC101884238,LOC101884238,-4.956505515,2.40E-15
gene-camsap2a,camsap2a,-2.365579878,0
gene-LOC103909593,LOC103909593,-3.821285591,0
gene-p3h2,p3h2,-1.663177625,5.43E-07
gene-nptxrb,nptxrb,-2.809201682,2.98E-12
gene-dzank1,dzank1,-3.42926008,0
gene-pdgfaa,pdgfaa,-2.587688789,1.25E-06
gene-LOC103909601,LOC103909601,1.557780442,1.65E-13
gene-c3b.1,c3b.1,-2.285851828,0
gene-capn2b,capn2b,-1.79620095,0
gene-LOC108181236,LOC108181236,-2.976385664,2.41E-09
gene-si:dkey-246e1.3,si:dkey-246e1.3,-1.928541756,0.000496458
gene-col8a1b,col8a1b,-1.800237074,0
gene-gtpbp2,gtpbp2,-2.240912769,0
gene-baiap2l2b,baiap2l2b,-2.483963952,2.80E-05
gene-ssuh2.1,ssuh2.1,-2.386610555,7.30E-05
gene-ssuh2.2,ssuh2.2,-1.762689143,1.12E-05
gene-si:dkey-49n23.1,si:dkey-49n23.1,-2.380546253,4.68E-06
gene-zmp:0000000735,zmp:0000000735,-2.398588141,4.23E-09
gene-si:ch73-173h19.3,si:ch73-173h19.3,-2.561792581,0
gene-LOC100334841,LOC100334841,-3.565585781,0
